comment,date
"Hotel vieillissant, le personnel accueillant  , le service est de qualité la sécurité a l entrée boku de sérieux BONNE nourritures espace plutôt pas mal g veux dire la superficie des espaces chambres resto et autre surtout j ai été marqué par le professionnalisme de Mr Henri a la réception si oui j espère boku d améliorations Merci!", février 2018
"L'Hotel Pullman de Douala est un cadre agréable malgré la vetusté de son matériel et l'état de délabrement avancé des chambres. Mon unique consolation et la raison qui pourraient me pousser à y faire une autre visite est l'empathie des receptionistes et du personnel dont le niveau de professionalisme est de loin preferable aux hotels alentours. Si une rehabilitation etait effectuée, il serait parmi les fleurons de l'hotellerie a Douala.", février 2018
"L'équipe est très accueillante et toujours serviable. Un cadre très familiale.  La piscine est très agréable et toujours nettoyé et on se sent en toute sécurité.  Toutes les viandes sont locales et notamment, le lapin (locale) est un délice!!! Au bar, Augustin et son équipe sont absolument adorables et toujours là pour vous!!!!  L'hôtel est vieillissant, quand va-t-il être rénové?", février 2018
"- Les chambres ont besoin de travaux, la climatisation fuit (deux jours avec une serviette sur le sol pour éponger). La moquette dans le couloir à moitiée décollée et vieillotte, pas d’accueil Silver.  Jus de fruit au petit dej industriel + emplacement, wifi de bonne qualité.", février 2018
"Le pire hotel visité depuis des années.  Chambre bruyante, sol sale, odeur de tabac, exiguité, aucun respect de la réservation, internet lent, chasse d'eau qui fuit, climatisation assourdissante et défaillante  (il fait 31 ° C).  Accueil et check in épouvantable. Incompétence de la réception.  Inaptitude à gérer. Désagréable.  Bref l'endroit à éviter à tout prix.  Les tarifs sont qui plus est EXORBITANTS pour la prestation.  Hotel vieillot et totalement dépassé.  Hall peu fréquentable le soir ... Preferez le centre ville et les hotels récents.  SI j'avais su .....", novembre 2011
"Accueil excellent, tout est mis en oeuvre pour que le séjour soit agréable. Les chambres sont très agréables et le personnel aux petits soins. Si vous logez à Douala, pas d'hésitation, c'est Le Méridien qu'il faut choisir. La direction est présente à tout moment et à l'écoute. La cuisine est acceptable et la grillade du jeudi au bord de la piscine est parfaite. Bravo à toute l'équipe du Méridien Douala", novembre 2011
"Hotel convenable, tranquille, propre et pratique (navette aéroport, internet, restauration, tv satellite, presse, souvenirs) mais assez cher pour les prestations offertes. Le personnel est très serviable, la restauration et le service très correct mais il manque quelques ingrédients pour amener cet hotel au niveau de sa tarification (pas de wifi dans les chambres, pas de salons tranquilles pour les réunions informelles, pas de salle de sport, pas de restauration rapide au bar ou restaurant passé 22h - room service only). A conseiller pour voyageurs d'affaires ou personnes découvrant la ville pour la permière fois.", septembre 2011
"Acceuilli dés l'aéroport avec une serviette  parfumée ainsi qu'une bouteille d'eau fraîche dans cette moiteur fut le bienvenue, L'hotel bien que villot et trés bien tenu et le personnal serviable et attentionné. L'atmosphère et trés acceuillante et la restaurauration d'un bon niveaux en particulier le petit déjeuner.", juin 2011
"Vieil hotel qui a du briller il y a quelques decenies. accueil lent, services internet aleatoires, cuisine bonne, mais dans une ambiance un peu decrepie.", décembre 2010
"J'ai séjourné au Méridien de Dla de nombreuses fois depuis 2006 (dernier séjour en mai 2012), aussi bien pour des raisons professionnelles que privées.  Point positifs : • Hôtel bien situé, à Bonanjo, dans un quartier relativement calme (par rapport à Akwa, par exemple). • Chambres propres et literie confortable. • Personnel accueillant et disponible. • Le restaurant ""Le Wouri"" (à l'intérieur) est très bon, le buffet du petit-déjeûner excellent. • On peut aussi déjeûner à l'extérieur, près de la piscine... si on supporte la température extérieure. Plats type “grillades / pizzas”, servis rapidement et de bonne qualité. • Bar accueillant (trop petit à certaines heures). Large choix de boissons et possibilité de se faire servir des plats types sandwiches, hamburgers/frites, pizzas,", mai 2012
"Je viens de passer, une semaine au Méridien de Douala pour des raisons professionnelles. L'emplacement de l’hôtel n'est pas le plus optimale, quartier très bruyant. Immeuble assez vieux. L'accueil est de bonne qualité, le personnel de réception très disponible et professionnel. La chambre est spacieuse, mais la décoration pas très moderne. La salle de bain aurait besoin d'une rénovation. La qualité de la literie est excellente et le ménage est correct. La nourriture est très bonne et le buffet du petit déjeuner très fourni. Le seul problème reste les tarifs, à mon avis trop cher pour la prestation offerte (même si elle est correcte) Je pense que définitivement c'est un hôtel pour un usage professionnel mais pas pour la villégiature.", mai 2012
"J'ai déjà séjourné à plusieurs reprises dans cet établissement, et je dirais qu'il se situe quand même dans la fourchette haute des hôtels de cette gamme, sur la zone Afrique de l'Ouest/Centrale.  Le personel est pas mal, mais cela dépend un petit peu sur qui l'on tombe.  Les chambres sont dans l'ensemble assez vieilles, mais le lit et très confortable. On ne peut pas dire non plus que la salle de bain respire la fraicheur, mais elle est assez bien équipée. Par contre, choisissez les chambres côté piscine, car le bruit côté rue est difficilement supportable. Pour la clim, cela dépend des chambres, et je dirais que pour Internet, ce n'est pas mauvais dans l'ensemble (soit par wi fi, soit par cable), mais la connexion est assez chère. La piscine est de taille moyenne, et de gros", avril 2012
"Le premier contact est bon, on vous offre un ""pot"" de bienvenue, c'est sympa, frais et rafraichissant.  Après la douche, vous vous rendrez compte qu'il n'y a pas de serviettes pour vous sécher, vous téléphonerez à la réception pour en demander. Vous descendrez au bar 30 minutes plus tard et vous ferez un crochet par la réception pour demander vos serviettes. Vous ne trouverez pas de place dans le bar, il n'y a que 30 places assises autour de 6 tables basses, vous vous asserrez au comptoir le temps qu'une place confortable (?) se libère. Vous irez manger au restaurant (intérieur) vous y mangerez bien et le personnel est sympa, attentionné et +/- rapide (nous n'étions que 4 clients) Et vous remonterez dans votre chambre. Vous téléphonerez à la réception pour réclamer vos", février 2012
"Un hôtel de la chaîne Méridien à Douala, c'est quand même le gage d'un minimum de qualité. Des efforts sont faits, mais certains restent à faire... L'accueil est bon, le personnel souriant (en général). Les chambres ne sont pas toutes au même niveau. Demandez en une avec vue sur la piscine (et le port), sinon c'est la rue en face de l'hôtel. La restauration est de bonne qualité, et le restaurant extérieur sympa (goûtez les gambas, attention au piment local, il est... fort !!!), mais il faut avoir du temps. Le service n'est pas des plus rapides, cette remarque étant parfois un GROS euphémisme, même pour une pizza... Il est préférable de signaler que l'on est pressé (si on l'est). Néanmoins l'ambiance et le lieu mérite le détour. L'hôtel reste quand même un must sur Douala, et la", mars 2012
Très bel Hôtel dans le SUD en plus d'un cadre de toute beauté il est également d'un niveau de propreté qu'on attend pas forcément quand on se déplace ailleurs dans le pays qu'à Yaoundé ou Douala. Il faut payer le prix :  Chambre individuelle : 30000 Chambre double (avec/sans baignoire) : 45 000/40 000 Suite junior : 50 000 Mais au final ça vaut le coup  , janvier 2017
J'ai passé quelques nuits au par avant et de retour a nouveau séjour toujours aussi apprécié. Calme et discrétion. Propreté confort! Restaurant plutôt satisfaisant surtout le petit déjeuné!   Quoi dire de plus ?bonne continuation le plus dur au cameroun c'est de continuer dans la bonne lancée alors courage!, juillet 2016
Confort assez satisfaisant cadre assez calme très jolie rien à redire  Pour un hôtel dans une si petite localité on ne s'attend pas à quelque chose de parreil👌👌👌  Une note sur la Piscine sur 10: 7 parce que bien que des efforts soit fait pour l'entretien des organes utilitaires sont absent... Pour les chambres elles sont assez spatieuses et chaleureuse un parfait changement d'ambiance quand on une fois à l'intérieur   Dans la nuit pour se divertir une Boîte de Nuit est disponible au rée de chaussé , juillet 2015
"Il est neuf et a bâti sa réputation sur la qualité de son accueil. ici, on est sûr de passer des moments paisibles, grâce à la propreté et au confort des chambres, qui disposent d'équipements modernes... La salle de conférence est belle. La piscine est moderne. Mais un bémol, les personnes chargées de l'entretien devraient étendre leur savoir-faire aux couloirs pas toujours très propres...", mai 2015
chambre tres propre reception tres lente et administrative restaurant moyen wifi performante  chambres bien equipée  bon sanitaire service assez approximatif hotel desert et piscine a moitie remplie et eau verte, mars 2015
"Vétuste, en mauvais état. Habitué du groupe Accord et membre gold c’est la dernière fois que je vais dans cet établissement. Je suis habitué à voyager dans des conditions rustiques, mais 135€ pour ca, c’est une incitation à aller ailleurs.", décembre 2017
